,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,clusters,cluster
9809,43.0,30,1,0.07,1,194,1,purple
9810,105.0,1,3,0.09,1,0,0,pink
9811,38.0,2,22,0.56,1,0,0,pink
9812,25.0,2,19,0.5,1,0,0,pink
9813,225.0,1,18,0.5,9,39,0,pink
9814,66.0,180,17,0.58,1,162,1,purple
9815,13.0,5,1,0.03,1,0,0,pink
9816,50.0,14,9,0.32,2,0,0,pink
9817,43.0,3,34,0.91,1,0,0,pink
9818,31.0,1,62,1.62,2,0,0,pink
9819,40.0,2,13,0.34,1,0,0,pink
9820,180.0,5,12,0.34,2,0,0,pink
9821,28.0,1,6,0.15,1,0,0,pink
9822,50.0,3,1,0.03,1,0,0,pink
9823,73.0,3,25,0.68,1,0,0,pink
9824,60.0,13,0,0.72,1,0,0,pink
9825,44.0,10,1,0.03,2,0,0,pink
9826,70.0,2,3,0.08,2,0,0,pink
9827,100.0,8,0,0.72,1,0,0,pink
9828,23.0,4,5,0.13,1,0,0,pink
9829,85.0,2,1,0.03,1,0,0,pink
9830,31.0,4,10,0.27,1,39,0,pink
9831,55.0,2,76,1.97,13,65,0,pink
9832,70.0,14,1,0.03,1,0,0,pink
9833,37.0,10,19,0.57,1,228,1,purple
9834,61.0,4,66,1.71,1,228,1,purple
9835,50.0,3,12,0.31,1,0,0,pink
9836,50.0,3,2,0.05,1,0,0,pink
9837,45.0,4,3,0.08,1,0,0,pink
9838,20.0,1,3,0.09,2,0,0,pink
9839,45.0,1,0,0.72,1,0,0,pink
9840,265.0,2,14,0.39,1,0,0,pink
9841,94.0,4,15,0.98,6,222,1,purple
9842,189.0,1,101,2.8,13,327,1,purple
9843,51.0,1,13,0.98,1,67,0,pink
9844,549.0,3,2,0.06,1,362,1,purple
9845,37.0,5,2,0.05,1,0,0,pink
9846,35.0,3,7,0.19,1,0,0,pink
9847,32.0,1,12,0.31,1,12,0,pink
9848,39.0,2,21,0.54,1,0,0,pink
9849,80.0,2,0,0.72,1,0,0,pink
9850,99.0,6,0,0.72,1,0,0,pink
9851,29.0,3,1,0.03,1,0,0,pink
9852,90.0,3,5,0.13,1,0,0,pink
9853,71.0,60,0,0.72,1,0,0,pink
9854,28.0,3,3,0.08,1,0,0,pink
9855,19.0,3,4,0.11,1,0,0,pink
9856,29.0,3,0,0.72,1,0,0,pink
9857,168.0,2,7,0.2,5,339,1,purple
9858,199.0,2,20,0.65,5,361,1,purple
9859,305.0,2,44,1.19,5,364,1,purple
9860,400.0,2,35,0.94,5,355,1,purple
9861,98.0,3,20,0.57,1,1,0,pink
9862,32.0,2,107,3.07,1,22,0,pink
9863,134.0,85,1,0.03,1,220,1,purple
9864,50.0,3,6,0.16,1,0,0,pink
9865,290.0,2,39,1.02,2,298,1,purple
9866,70.0,2,70,1.82,1,303,1,purple
9867,190.0,2,7,0.2,1,178,1,purple
9868,25.0,1,167,4.3,1,0,0,pink
9869,48.0,3,26,0.75,1,0,0,pink
9870,95.0,5,7,0.26,1,22,0,pink
9871,35.0,112,2,0.05,1,173,1,purple
9872,90.0,4,12,0.31,1,263,1,purple
9873,85.0,5,4,0.11,1,0,0,pink
9874,42.0,2,44,1.18,2,2,0,pink
9875,60.0,3,1,0.03,1,0,0,pink
9876,50.0,2,47,1.24,1,201,1,purple
9877,55.0,2,78,2.08,1,308,1,purple
9878,188.0,4,51,1.32,1,117,0,pink
9879,45.0,2,13,0.33,1,54,0,pink
9880,40.0,1,156,4.04,2,0,0,pink
9881,35.0,2,57,1.47,1,58,0,pink
9882,82.0,2,9,0.24,2,0,0,pink
9883,72.0,7,2,0.05,1,0,0,pink
9884,25.0,2,39,1.01,1,86,0,pink
9885,25.0,14,1,0.03,1,0,0,pink
9886,125.0,6,9,0.26,1,15,0,pink
9887,35.0,60,2,0.05,1,0,0,pink
9888,45.0,3,58,1.57,1,3,0,pink
9889,64.0,7,2,0.05,1,0,0,pink
9890,250.0,2,2,1.58,1,365,1,purple
9891,50.0,1,9,0.43,1,0,0,pink
9892,41.0,1,25,0.65,1,0,0,pink
9893,95.0,2,4,0.1,1,0,0,pink
9894,55.0,2,16,0.52,2,0,0,pink
9895,59.0,2,152,4.06,1,204,1,purple
9896,59.0,6,12,0.5,1,0,0,pink
9897,26.0,1,6,0.16,1,0,0,pink
9898,159.0,2,69,1.81,1,53,0,pink
9899,33.0,2,2,0.05,2,0,0,pink
9900,111.0,3,3,0.08,1,0,0,pink
9901,66.0,2,9,0.27,1,0,0,pink
9902,43.0,2,112,3.35,1,0,0,pink
9903,45.0,3,73,2.06,1,80,0,pink
9904,20.0,300,5,0.13,4,0,0,pink
9905,200.0,2,3,0.08,1,0,0,pink
9906,64.0,3,85,2.23,2,196,1,purple
9907,35.0,1,3,0.08,1,0,0,pink
9908,169.0,2,38,1.11,3,0,0,pink
9909,92.0,4,130,3.48,2,222,1,purple
9910,29.0,3,1,0.03,1,0,0,pink
9911,80.0,60,2,0.06,6,315,1,purple
9912,45.0,2,2,0.05,2,0,0,pink
9913,93.0,5,4,0.1,2,83,0,pink
9914,78.0,3,27,0.72,1,352,1,purple
9915,30.0,2,12,0.31,1,94,0,pink
9916,25.0,1,78,2.02,1,90,0,pink
9917,24.0,2,20,0.52,1,282,1,purple
9918,95.0,5,2,0.06,1,2,0,pink
9919,104.0,30,11,0.48,1,121,0,pink
9920,20.0,1,4,0.4,2,329,1,purple
9921,70.0,90,1,0.03,6,314,1,purple
9922,65.0,3,4,0.11,1,0,0,pink
9923,170.0,2,7,0.2,1,0,0,pink
9924,20.0,1,34,0.88,1,0,0,pink
9925,39.0,4,72,1.88,1,246,1,purple
9926,40.0,3,1,0.03,1,0,0,pink
9927,36.0,2,12,0.31,1,71,0,pink
9928,25.0,3,3,0.08,1,0,0,pink
9929,25.0,3,0,0.72,1,0,0,pink
9930,80.0,5,1,0.03,1,0,0,pink
9931,25.0,1,1,0.03,1,0,0,pink
9932,79.0,2,115,3.02,8,3,0,pink
9933,97.0,1,164,4.45,8,18,0,pink
9934,20.0,4,2,0.05,1,0,0,pink
9935,40.0,1,20,0.56,1,0,0,pink
9936,89.0,3,41,1.09,1,0,0,pink
9937,35.0,2,0,0.72,1,0,0,pink
9938,49.0,2,17,0.45,1,0,0,pink
9939,66.0,7,14,0.45,1,14,0,pink
9940,19.0,2,22,0.75,1,0,0,pink
9941,50.0,3,4,0.11,1,0,0,pink
9942,35.0,2,2,0.05,1,0,0,pink
9943,239.0,2,9,0.24,1,0,0,pink
9944,94.0,3,22,0.57,1,0,0,pink
9945,110.0,2,54,1.41,2,308,1,purple
9946,475.0,1,0,0.72,2,0,0,pink
9947,168.0,1,2,0.06,2,87,0,pink
9948,40.0,3,13,0.34,1,0,0,pink
9949,42.0,13,4,0.15,2,0,0,pink
9950,60.0,7,0,0.72,1,224,1,purple
9951,23.0,5,15,0.39,1,0,0,pink
9952,24.0,3,77,2.3,2,342,1,purple
9953,125.0,2,29,0.86,9,145,1,purple
9954,49.0,6,2,0.05,1,0,0,pink
9955,80.0,1,2,0.06,3,363,1,purple
9956,151.0,2,0,0.72,1,7,0,pink
9957,40.0,2,3,0.08,2,0,0,pink
9958,40.0,10,1,0.03,2,0,0,pink
9959,75.0,1,16,0.44,1,0,0,pink
9960,65.0,3,36,0.97,1,0,0,pink
9961,150.0,2,68,1.77,12,357,1,purple
9962,42.0,2,3,0.08,1,0,0,pink
9963,30.0,3,27,0.72,1,0,0,pink
9964,46.0,4,9,0.24,1,0,0,pink
9965,50.0,2,9,0.26,2,0,0,pink
9966,65.0,30,1,0.03,2,90,0,pink
9967,76.0,3,29,0.77,1,0,0,pink
9968,35.0,14,1,0.03,1,0,0,pink
9969,40.0,3,4,0.11,1,0,0,pink
9970,31.0,3,4,0.1,1,0,0,pink
9971,110.0,3,0,0.72,1,0,0,pink
9972,25.0,3,4,0.1,1,0,0,pink
9973,10.0,1,0,0.72,1,61,0,pink
9974,25.0,8,78,2.44,1,264,1,purple
9975,20.0,1,2,0.05,1,0,0,pink
9976,50.0,1,39,1.16,1,130,0,pink
9977,38.0,30,0,0.72,1,198,1,purple
9978,35.0,3,1,0.03,1,0,0,pink
9979,198.0,2,103,2.79,8,192,1,purple
9980,76.0,5,98,2.78,1,9,0,pink
9981,61.0,3,22,1.81,4,179,1,purple
9982,80.0,1,2,0.06,1,0,0,pink
9983,18.0,2,2,0.05,2,0,0,pink
9984,85.0,2,10,0.27,3,2,0,pink
9985,30.0,4,1,0.03,1,0,0,pink
9986,49.0,1,0,0.72,1,0,0,pink
9987,38.0,65,0,0.72,2,207,1,purple
9988,150.0,5,4,0.17,1,0,0,pink
9989,23.0,1,10,0.26,1,18,0,pink
9990,170.0,5,9,0.23,1,0,0,pink
9991,65.0,7,6,0.17,1,47,0,pink
9992,37.0,1,49,1.36,1,0,0,pink
9993,135.0,2,16,0.42,4,3,0,pink
9994,47.0,3,6,0.52,1,10,0,pink
9995,55.0,4,4,0.11,1,315,1,purple
9996,70.0,2,148,4.08,2,167,1,purple
9997,45.0,4,6,0.16,1,0,0,pink
9998,102.0,2,33,0.91,1,327,1,purple
9999,65.0,2,5,0.14,1,85,0,pink
10000,50.0,31,0,0.72,1,178,1,purple
10001,200.0,2,3,0.11,1,0,0,pink
10002,55.0,2,43,1.13,13,338,1,purple
10003,45.0,90,3,0.08,1,257,1,purple
10004,100.0,3,33,0.93,1,0,0,pink
10005,48.0,5,8,0.22,1,0,0,pink
10006,12.0,7,0,0.72,1,0,0,pink
10007,322.0,2,9,0.24,1,0,0,pink
10008,27.0,29,17,0.47,1,16,0,pink
10009,26.0,1,120,3.13,1,126,0,pink
10010,30.0,3,5,0.13,1,0,0,pink
10011,180.0,2,14,0.37,1,0,0,pink
10012,163.0,2,6,0.2,1,0,0,pink
10013,134.0,1,50,1.36,1,11,0,pink
10014,26.0,7,21,0.57,1,17,0,pink
10015,173.0,2,46,1.37,3,231,1,purple
10016,30.0,10,9,0.26,1,60,0,pink
10017,36.0,2,6,0.37,1,0,0,pink
10018,22.0,4,2,0.05,1,0,0,pink
10019,21.0,1,49,1.38,2,0,0,pink
10020,22.0,2,30,0.84,2,188,1,purple
10021,49.0,6,13,0.42,1,0,0,pink
10022,45.0,1,11,0.36,2,106,0,pink
10023,42.0,10,1,0.03,1,9,0,pink
10024,35.0,5,68,1.78,1,83,0,pink
10025,22.0,14,5,0.15,1,2,0,pink
10026,880.0,1,0,0.72,1,90,1,purple
10027,30.0,2,134,3.57,1,10,0,pink
10028,50.0,2,31,0.88,1,104,0,pink
10029,30.0,4,4,0.11,1,0,0,pink
10030,80.0,2,9,0.4,1,0,0,pink
10031,50.0,7,3,0.09,2,0,0,pink
10032,80.0,2,1,0.58,1,11,0,pink
10033,31.0,4,6,0.18,3,0,0,pink
10034,45.0,1,8,0.24,2,0,0,pink
10035,32.0,3,71,2.12,2,4,0,pink
10036,50.0,2,42,1.33,1,0,0,pink
10037,80.0,2,29,0.79,1,0,0,pink
10038,22.0,3,3,0.08,2,0,0,pink
10039,85.0,3,16,0.49,1,10,0,pink
10040,75.0,5,3,0.08,2,90,0,pink
10041,79.0,1,8,0.21,1,9,0,pink
10042,80.0,3,113,3.13,1,0,0,pink
10043,54.0,1,28,0.75,1,0,0,pink
10044,49.0,56,46,1.21,1,182,1,purple
10045,50.0,6,8,0.21,2,2,0,pink
10046,42.0,1,60,1.67,2,0,0,pink
10047,120.0,5,19,0.51,1,8,0,pink
10048,38.0,4,2,0.05,1,0,0,pink
10049,25.0,3,4,0.11,1,0,0,pink
10050,38.0,1,4,0.11,1,0,0,pink
10051,35.0,1,49,1.37,1,200,1,purple
10052,45.0,2,42,1.14,13,347,1,purple
10053,43.0,4,2,0.11,1,0,0,pink
10054,149.0,3,1,0.1,2,0,0,pink
10055,43.0,2,148,3.97,1,326,1,purple
10056,50.0,3,4,0.13,1,87,0,pink
10057,35.0,1,1,0.03,1,0,0,pink
10058,40.0,4,14,0.37,1,0,0,pink
10059,24.0,5,5,0.14,1,162,1,purple
10060,45.0,1,1,0.07,2,90,0,pink
10061,100.0,1,2,0.06,2,71,0,pink
10062,19.0,4,1,0.03,1,0,0,pink
10063,80.0,4,44,1.23,1,0,0,pink
10064,45.0,3,8,0.47,2,0,0,pink
10065,70.0,60,5,0.14,1,306,1,purple
10066,40.0,6,5,0.15,1,0,0,pink
10067,75.0,2,4,0.11,1,0,0,pink
10068,23.0,1,32,0.85,49,170,1,purple
10069,200.0,3,35,0.94,1,83,0,pink
10070,100.0,2,4,0.11,2,40,0,pink
10071,60.0,5,18,0.52,1,178,1,purple
10072,37.0,30,4,0.15,17,229,1,purple
10073,24.0,13,12,0.32,1,0,0,pink
10074,45.0,1,9,0.24,1,2,0,pink
10075,115.0,3,8,0.21,1,0,0,pink
10076,52.0,30,9,0.25,1,208,1,purple
10077,85.0,3,14,0.38,1,0,0,pink
10078,99.0,5,0,0.72,1,101,0,pink
10079,30.0,7,0,0.72,1,0,0,pink
10080,85.0,3,3,0.1,1,0,0,pink
10081,34.0,4,4,0.11,1,0,0,pink
10082,1450.0,61,0,0.72,1,177,2,dark purple
10083,44.0,3,21,0.84,1,0,0,pink
10084,48.0,3,4,0.11,1,0,0,pink
10085,139.0,5,15,0.41,1,1,0,pink
10086,12.0,3,1,0.03,2,0,0,pink
10087,74.0,1,37,1.03,49,359,1,purple
10088,60.0,30,26,0.74,1,0,0,pink
10089,281.0,2,12,0.32,1,0,0,pink
10090,100.0,3,8,0.21,1,0,0,pink
10091,48.0,28,15,0.43,5,309,1,purple
10092,60.0,4,9,0.26,2,252,1,purple
10093,140.0,6,3,0.08,1,41,0,pink
10094,230.0,60,7,0.19,1,0,0,pink
10095,36.0,60,0,0.72,2,316,1,purple
10096,50.0,12,0,0.72,1,363,1,purple
10097,80.0,10,4,0.16,1,15,0,pink
10098,67.0,1,2,0.12,9,358,1,purple
10099,45.0,1,4,0.11,1,0,0,pink
10100,30.0,2,25,0.67,1,0,0,pink
10101,4000.0,1,3,0.08,1,90,2,dark purple
10102,80.0,2,6,0.16,1,0,0,pink
10103,39.0,93,5,0.14,7,220,1,purple
10104,110.0,10,4,0.11,1,17,0,pink
10105,40.0,7,25,0.68,1,365,1,purple
10106,55.0,60,20,0.57,2,365,1,purple
10107,21.0,2,2,0.05,1,0,0,pink
10108,95.0,5,3,0.16,1,0,0,pink
10109,140.0,1,1,0.05,9,235,1,purple
10110,30.0,6,4,0.11,1,0,0,pink
10111,294.0,3,91,2.43,1,174,1,purple
10112,35.0,2,2,0.05,1,0,0,pink
10113,85.0,2,18,0.55,1,0,0,pink
10114,42.0,7,7,0.19,1,46,0,pink
10115,680.0,3,9,0.25,1,169,1,purple
10116,25.0,1,1,0.03,1,58,0,pink
10117,75.0,2,53,1.41,1,0,0,pink
10118,30.0,4,0,0.72,1,0,0,pink
10119,68.0,4,8,0.22,1,38,0,pink
10120,20.0,1,1,0.03,1,0,0,pink
10121,100.0,3,16,0.54,1,0,0,pink
10122,150.0,3,2,0.05,1,54,0,pink
10123,30.0,2,8,0.22,1,0,0,pink
10124,71.0,5,3,0.08,1,0,0,pink
10125,33.0,1,112,3.28,1,83,0,pink
10126,75.0,3,15,0.55,1,110,0,pink
10127,18.0,1,6,0.16,1,0,0,pink
10128,23.0,4,8,0.22,1,0,0,pink
10129,40.0,2,4,0.11,1,0,0,pink
10130,130.0,4,30,0.8,1,322,1,purple
10131,50.0,2,69,1.99,1,86,0,pink
10132,24.0,2,7,0.2,1,0,0,pink
10133,83.0,1,41,1.12,10,353,1,purple
10134,116.0,1,1,0.03,10,353,1,purple
10135,75.0,2,3,0.08,1,0,0,pink
10136,32.0,1,64,1.8,1,40,0,pink
10137,30.0,2,49,1.31,1,315,1,purple
10138,75.0,3,1,0.03,1,0,0,pink
10139,51.0,25,3,0.08,1,0,0,pink
10140,35.0,3,12,0.47,1,0,0,pink
10141,240.0,2,0,0.72,2,270,1,purple
10142,39.0,2,22,0.58,1,0,0,pink
10143,76.0,3,38,1.1,1,0,0,pink
10144,59.0,2,3,0.08,2,0,0,pink
10145,50.0,2,2,0.05,1,0,0,pink
10146,20.0,3,12,0.42,1,0,0,pink
10147,29.0,4,3,0.08,1,0,0,pink
10148,150.0,28,18,0.54,1,0,0,pink
10149,295.0,1,116,4.46,1,0,0,pink
10150,78.0,1,6,0.25,10,353,1,purple
10151,95.0,1,0,0.72,10,353,1,purple
10152,156.0,1,0,0.72,10,353,1,purple
10153,203.0,1,0,0.72,10,353,1,purple
10154,123.0,1,0,0.72,10,353,1,purple
10155,236.0,1,0,0.72,10,353,1,purple
10156,98.0,1,1,0.03,10,353,1,purple
10157,131.0,1,0,0.72,10,353,1,purple
10158,80.0,3,9,0.34,1,0,0,pink
10159,41.0,3,27,0.75,1,0,0,pink
10160,50.0,1,38,1.03,1,0,0,pink
10161,28.0,3,39,1.06,1,0,0,pink
10162,39.0,3,0,0.72,1,6,0,pink
10163,100.0,2,17,0.45,2,0,0,pink
10164,39.0,2,19,0.51,1,0,0,pink
10165,25.0,2,2,0.05,1,0,0,pink
10166,30.0,2,1,0.03,3,0,0,pink
10167,38.0,2,2,0.05,1,0,0,pink
10168,119.0,2,164,4.6,3,245,1,purple
10169,118.0,5,5,0.14,1,0,0,pink
10170,58.0,2,331,8.9,3,133,1,purple
10171,89.0,3,64,1.7,1,105,0,pink
10172,41.0,1,40,1.08,1,0,0,pink
10173,130.0,2,5,0.14,1,0,0,pink
10174,135.0,2,37,1.01,4,55,0,pink
10175,40.0,1,19,2.46,1,10,0,pink
10176,45.0,2,4,0.12,1,0,0,pink
10177,50.0,2,50,1.69,1,42,0,pink
10178,14.0,1,71,1.94,4,8,0,pink
10179,56.0,2,24,0.66,1,53,0,pink
10180,130.0,16,0,0.72,1,0,0,pink
10181,47.0,1,9,0.27,2,82,0,pink
10182,50.0,1,54,1.46,1,167,1,purple
10183,55.0,3,1,0.03,1,0,0,pink
10184,60.0,5,6,0.17,1,0,0,pink
10185,110.0,2,9,0.29,1,0,0,pink
10186,25.0,7,5,0.17,1,0,0,pink
10187,71.0,3,4,0.12,1,83,0,pink
10188,25.0,2,4,0.11,2,0,0,pink
10189,140.0,2,6,0.16,1,0,0,pink
10190,35.0,6,10,0.3,1,133,0,pink
10191,25.0,20,20,0.6,1,0,0,pink
10192,119.0,1,170,4.78,18,132,1,purple
10193,52.0,6,1,0.03,1,0,0,pink
10194,39.0,1,18,0.49,1,9,0,pink
10195,69.0,7,3,0.26,1,179,1,purple
10196,151.0,2,3,0.08,1,0,0,pink
10197,30.0,6,24,0.78,1,2,0,pink
10198,25.0,3,2,0.06,1,0,0,pink
10199,119.0,2,146,4.19,2,227,1,purple
10200,30.0,1,65,1.78,2,96,0,pink
10201,45.0,3,8,0.23,1,0,0,pink
10202,250.0,3,16,0.44,1,9,0,pink
10203,140.0,7,6,0.16,1,0,0,pink
10204,28.0,3,1,0.03,1,0,0,pink
10205,35.0,2,30,0.82,1,346,1,purple
10206,79.0,7,6,0.16,2,193,1,purple
10207,65.0,5,57,1.6,1,273,1,purple
10208,40.0,2,13,0.58,1,0,0,pink
10209,25.0,1,9,0.39,1,0,0,pink
10210,95.0,2,184,4.97,2,166,1,purple
10211,32.0,2,34,0.96,1,26,0,pink
10212,23.0,2,5,0.14,1,0,0,pink
10213,140.0,10,1,0.03,1,0,0,pink
10214,45.0,1,35,0.94,2,86,0,pink
10215,70.0,3,9,0.25,1,0,0,pink
10216,30.0,3,17,0.48,1,0,0,pink
10217,30.0,3,5,0.15,1,0,0,pink
10218,118.0,4,8,0.23,1,0,0,pink
10219,50.0,1,27,0.74,1,0,0,pink
10220,150.0,2,2,0.05,1,0,0,pink
10221,40.0,2,4,0.11,2,0,0,pink
10222,85.0,3,57,1.56,3,162,1,purple
10223,25.0,1,2,0.05,1,0,0,pink
10224,109.0,1,35,0.98,5,349,1,purple
10225,65.0,2,5,0.18,1,0,0,pink
10226,45.0,1,8,0.22,1,84,0,pink
10227,20.0,30,54,1.79,1,0,0,pink
10228,90.0,4,23,0.65,1,2,0,pink
10229,75.0,1,142,3.8,1,150,1,purple
10230,78.0,3,7,0.2,1,0,0,pink
10231,59.0,15,3,0.08,1,0,0,pink
10232,60.0,1,35,0.95,1,0,0,pink
10233,70.0,2,6,0.36,2,0,0,pink
10234,150.0,6,1,0.03,1,88,0,pink
10235,20.0,6,4,0.21,1,14,0,pink
10236,35.0,1,0,0.72,2,281,1,purple
10237,60.0,2,6,0.16,1,0,0,pink
10238,135.0,5,6,0.17,1,73,0,pink
10239,55.0,1,4,0.11,2,0,0,pink
10240,116.0,4,6,0.16,1,83,0,pink
10241,49.0,7,2,0.06,1,0,0,pink
10242,21.0,2,6,0.16,1,0,0,pink
10243,30.0,2,5,0.15,1,0,0,pink
10244,38.0,2,33,0.91,1,0,0,pink
10245,215.0,3,1,0.03,1,0,0,pink
10246,32.0,2,10,0.28,1,0,0,pink
10247,111.0,3,6,0.17,1,0,0,pink
10248,50.0,60,2,0.5,2,242,1,purple
10249,93.0,3,11,0.36,1,1,0,pink
10250,69.0,7,3,0.08,2,2,0,pink
10251,120.0,21,0,0.72,2,214,1,purple
10252,99.0,2,6,0.17,1,0,0,pink
10253,120.0,2,23,0.63,2,1,0,pink
10254,46.0,2,8,0.35,3,179,1,purple
10255,29.0,7,1,0.06,1,350,1,purple
10256,40.0,1,41,1.16,2,40,0,pink
10257,62.0,5,30,0.83,1,12,0,pink
10258,51.0,1,33,0.91,1,14,0,pink
10259,28.0,2,41,1.15,2,63,0,pink
10260,55.0,3,154,4.29,1,65,0,pink
10261,65.0,10,1,0.03,1,15,0,pink
10262,85.0,1,0,0.72,10,332,1,purple
10263,105.0,1,0,0.72,10,353,1,purple
10264,102.0,1,0,0.72,10,332,1,purple
10265,123.0,1,0,0.72,10,353,1,purple
10266,150.0,1,0,0.72,10,351,1,purple
10267,243.0,1,0,0.72,10,351,1,purple
10268,183.0,1,0,0.72,10,351,1,purple
10269,90.0,1,17,0.61,10,353,1,purple
10270,210.0,1,0,0.72,10,351,1,purple
10271,55.0,1,0,0.72,2,137,0,pink
10272,30.0,3,13,0.37,10,361,1,purple
10273,32.0,3,3,0.08,1,0,0,pink
10274,30.0,3,47,1.32,10,362,1,purple
10275,30.0,3,25,0.91,10,362,1,purple
10276,179.0,2,4,0.11,1,0,0,pink
10277,35.0,3,59,1.62,2,0,0,pink
10278,100.0,2,52,1.46,1,112,0,pink
10279,67.0,1,5,0.14,1,72,0,pink
10280,30.0,2,1,0.03,3,0,0,pink
10281,100.0,30,7,0.39,25,343,1,purple
10282,172.0,6,1,0.03,1,150,1,purple
10283,40.0,2,7,0.19,1,0,0,pink
10284,70.0,5,22,0.62,1,313,1,purple
10285,60.0,2,52,1.43,1,322,1,purple
10286,45.0,3,12,0.34,1,0,0,pink
10287,35.0,2,1,0.03,1,0,0,pink
10288,36.0,14,0,0.72,1,0,0,pink
10289,261.0,1,213,5.75,1,0,0,pink
10290,138.0,1,0,0.72,10,353,1,purple
10291,200.0,2,14,0.39,2,1,0,pink
10292,49.0,2,17,0.47,1,90,0,pink
10293,99.0,5,5,0.15,1,0,0,pink
10294,120.0,1,4,0.11,2,0,0,pink
10295,45.0,3,7,0.19,1,193,1,purple
10296,46.0,7,7,0.19,3,365,1,purple
10297,35.0,3,52,1.45,1,0,0,pink
10298,66.0,1,6,0.17,1,0,0,pink
10299,30.0,1,11,0.35,2,0,0,pink
10300,31.0,1,1,0.03,2,0,0,pink
10301,40.0,3,5,0.14,1,0,0,pink
10302,1200.0,1,0,0.72,1,185,1,purple
10303,80.0,7,3,0.11,1,45,0,pink
10304,30.0,1,2,0.06,2,0,0,pink
10305,43.0,2,20,0.57,2,8,0,pink
10306,30.0,4,1,0.03,1,101,0,pink
10307,17.0,7,0,0.72,1,0,0,pink
10308,55.0,5,11,0.33,1,193,1,purple
10309,55.0,2,81,2.2,1,0,0,pink
10310,21.0,2,65,1.8,1,12,0,pink
10311,80.0,6,3,0.09,1,0,0,pink
10312,139.0,2,1,0.03,1,0,0,pink
10313,49.0,3,34,0.96,2,19,0,pink
10314,86.0,1,0,0.72,1,0,0,pink
10315,50.0,2,4,0.11,1,73,0,pink
10316,25.0,5,0,0.72,1,0,0,pink
10317,75.0,6,1,0.05,1,4,0,pink
10318,41.0,3,10,0.28,1,0,0,pink
10319,200.0,7,0,0.72,1,361,1,purple
10320,25.0,5,30,0.84,1,95,0,pink
10321,30.0,1,3,0.08,1,0,0,pink
10322,35.0,1,154,4.22,1,0,0,pink
10323,65.0,60,6,0.17,1,219,1,purple
10324,49.0,60,2,0.12,1,363,1,purple
10325,30.0,6,12,0.32,1,0,0,pink
10326,80.0,1,1,0.03,1,83,0,pink
10327,40.0,2,3,0.08,1,0,0,pink
10328,40.0,2,13,1.16,1,0,0,pink
10329,222.0,2,1,0.03,1,0,0,pink
10330,56.0,2,6,0.22,2,1,0,pink
10331,100.0,3,1,0.03,1,90,0,pink
10332,50.0,3,2,0.06,1,0,0,pink
10333,22.0,10,53,1.89,1,5,0,pink
10334,75.0,6,1,0.03,1,0,0,pink
10335,65.0,4,22,0.64,1,0,0,pink
10336,37.0,1,27,0.78,1,161,1,purple
10337,25.0,2,3,0.08,1,0,0,pink
10338,135.0,3,6,0.17,1,0,0,pink
10339,163.0,2,23,0.65,1,19,0,pink
10340,50.0,2,18,0.51,1,179,1,purple
10341,79.0,3,9,0.26,1,8,0,pink
10342,85.0,1,1,0.04,2,90,0,pink
10343,89.0,2,14,0.39,2,2,0,pink
10344,34.0,2,26,1.4,1,74,0,pink
10345,166.0,2,32,1.08,1,7,0,pink
10346,24.0,12,4,0.13,1,0,0,pink
10347,31.0,2,53,1.48,1,18,0,pink
10348,40.0,2,2,0.06,1,224,1,purple
10349,49.0,4,7,0.21,1,0,0,pink
10350,35.0,1,7,0.3,1,0,0,pink
10351,31.0,4,12,0.7,1,0,0,pink
10352,199.0,3,24,1.07,1,0,0,pink
10353,60.0,10,4,0.29,1,0,0,pink
10354,120.0,4,2,0.06,1,0,0,pink
10355,36.0,2,5,0.14,1,0,0,pink
10356,60.0,3,19,0.52,1,90,0,pink
10357,60.0,7,122,3.32,1,293,1,purple
10358,150.0,7,2,0.05,1,329,1,purple
10359,172.0,3,32,0.93,1,65,0,pink
10360,70.0,3,0,0.72,1,364,1,purple
10361,300.0,2,0,0.72,1,146,1,purple
10362,236.0,2,38,1.29,4,302,1,purple
10363,70.0,4,3,0.09,1,168,1,purple
10364,89.0,1,11,0.36,2,0,0,pink
10365,95.0,3,2,0.05,1,90,0,pink
10366,54.0,5,2,0.07,1,9,0,pink
10367,75.0,6,11,0.34,1,0,0,pink
10368,56.0,2,152,4.23,1,300,1,purple
10369,55.0,1,4,0.11,1,0,0,pink
10370,25.0,4,8,0.29,1,0,0,pink
10371,55.0,4,10,0.28,1,0,0,pink
10372,209.0,3,2,0.06,14,315,1,purple
10373,209.0,2,2,0.06,14,309,1,purple
10374,209.0,2,5,0.14,14,323,1,purple
10375,209.0,3,1,0.03,14,315,1,purple
10376,50.0,1,0,0.72,1,0,0,pink
10377,79.0,4,72,2.04,1,247,1,purple
10378,67.0,6,48,1.34,3,239,1,purple
10379,60.0,1,21,0.68,1,269,1,purple
10380,35.0,1,8,0.26,1,134,0,pink
10381,40.0,3,7,0.21,1,0,0,pink
10382,56.0,90,1,0.03,1,235,1,purple
10383,80.0,2,8,0.25,1,0,0,pink
10384,30.0,3,83,3.23,2,8,0,pink
10385,105.0,1,67,1.85,26,113,0,pink
10386,100.0,10,22,0.66,1,0,0,pink
10387,26.0,7,5,0.22,1,0,0,pink
10388,45.0,5,52,1.45,1,0,0,pink
