,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,clusters,cluster
2849,34.0,2,5,0.08,1,0,0,pink
2850,25.0,2,1,0.01,1,0,0,pink
2851,40.0,10,1,0.02,1,0,0,pink
2852,85.0,3,80,1.1,1,363,1,purple
2853,32.0,1,0,0.72,1,0,0,pink
2854,38.0,7,2,0.04,1,0,0,pink
2855,24.0,7,1,0.01,1,0,0,pink
2856,65.0,2,9,0.12,1,0,0,pink
2857,18.0,1,0,0.72,1,0,0,pink
2858,35.0,4,10,0.14,1,0,0,pink
2859,43.0,1,1,0.01,1,0,0,pink
2860,25.0,2,0,0.72,1,0,0,pink
2861,22.0,2,112,1.63,3,35,0,pink
2862,40.0,3,0,0.72,1,0,0,pink
2863,30.0,14,0,0.72,1,0,0,pink
2864,16.0,3,5,0.08,1,0,0,pink
2865,85.0,3,8,0.13,1,0,0,pink
2866,50.0,5,0,0.72,1,0,0,pink
2867,49.0,4,1,0.01,1,0,0,pink
2868,30.0,1,1,0.01,3,0,0,pink
2869,30.0,2,7,0.1,3,0,0,pink
2870,90.0,1,8,0.11,3,0,0,pink
2871,45.0,3,33,0.86,2,0,0,pink
2872,15.0,14,0,0.72,1,0,0,pink
2873,48.0,21,0,0.72,1,0,0,pink
2874,15.0,1,1,0.01,1,0,0,pink
2875,30.0,7,2,0.03,1,0,0,pink
2876,30.0,1,0,0.72,1,0,0,pink
2877,57.0,5,0,0.72,1,0,0,pink
2878,25.0,1,0,0.72,1,0,0,pink
2879,110.0,9,5,0.07,1,0,0,pink
2880,46.0,2,526,7.31,1,61,0,pink
2881,45.0,3,0,0.72,1,0,0,pink
2882,85.0,6,4,0.07,1,0,0,pink
2883,102.0,1,19,0.26,1,0,0,pink
2884,62.0,4,3,0.04,1,0,0,pink
2885,30.0,2,6,0.08,1,0,0,pink
2886,33.0,6,4,0.06,1,0,0,pink
2887,44.0,10,3,0.09,10,0,0,pink
2888,35.0,20,34,0.55,2,0,0,pink
2889,169.0,2,31,0.43,1,0,0,pink
2890,81.0,2,2,0.03,1,0,0,pink
2891,25.0,3,1,0.01,1,0,0,pink
2892,70.0,1,0,0.72,1,0,0,pink
2893,38.0,2,98,1.59,1,210,1,purple
2894,36.0,10,9,0.13,1,0,0,pink
2895,22.0,4,5,0.07,1,0,0,pink
2896,56.0,4,3,0.04,1,0,0,pink
2897,170.0,3,25,0.35,1,109,0,pink
2898,80.0,2,12,0.17,1,0,0,pink
2899,40.0,14,2,0.05,1,198,1,purple
2900,80.0,1,0,0.72,1,0,0,pink
2901,60.0,1,2,0.03,1,0,0,pink
2902,84.0,6,9,0.14,1,0,0,pink
2903,25.0,1,3,0.04,1,0,0,pink
2904,78.0,1,0,0.72,1,0,0,pink
2905,79.0,2,99,1.39,1,43,0,pink
2906,90.0,5,27,0.4,2,330,1,purple
2907,99.0,14,61,0.84,1,347,1,purple
2908,28.0,2,112,1.6,1,0,0,pink
2909,88.0,4,48,0.7,5,225,1,purple
2910,70.0,3,1,0.01,1,0,0,pink
2911,30.0,1,0,0.72,1,0,0,pink
2912,30.0,3,5,0.1,1,0,0,pink
2913,140.0,5,0,0.72,2,0,0,pink
2914,145.0,5,17,0.24,2,0,0,pink
2915,15.0,1,0,0.72,1,0,0,pink
2916,97.0,7,1,0.01,1,0,0,pink
2917,40.0,1,0,0.72,1,0,0,pink
2918,21.0,3,0,0.72,1,0,0,pink
2919,22.0,1,0,0.72,1,0,0,pink
2920,45.0,1,7,0.12,1,1,0,pink
2921,90.0,7,1,0.01,1,0,0,pink
2922,30.0,2,5,0.07,1,0,0,pink
2923,53.0,2,1,0.01,1,0,0,pink
2924,44.0,1,127,2.27,1,127,0,pink
2925,40.0,2,5,0.07,1,0,0,pink
2926,45.0,1,3,0.04,1,0,0,pink
2927,119.0,1,186,2.77,1,37,0,pink
2928,24.0,1,1,0.01,1,0,0,pink
2929,64.0,2,92,1.31,1,250,1,purple
2930,89.0,3,25,0.35,1,0,0,pink
2931,57.0,1,0,0.72,1,0,0,pink
2932,40.0,1,1,0.01,1,0,0,pink
2933,45.0,7,2,0.03,1,0,0,pink
2934,38.0,3,5,0.08,1,0,0,pink
2935,20.0,7,3,0.04,1,0,0,pink
2936,25.0,7,3,0.08,1,0,0,pink
2937,59.0,2,392,5.5,6,318,1,purple
2938,106.0,3,12,0.18,2,299,1,purple
2939,55.0,1,5,0.07,1,0,0,pink
2940,20.0,1,2,0.09,1,0,0,pink
2941,25.0,2,2,0.03,2,0,0,pink
2942,111.0,2,17,0.34,1,0,0,pink
2943,25.0,3,12,0.17,1,0,0,pink
2944,45.0,1,0,0.72,1,0,0,pink
2945,45.0,2,4,0.06,1,0,0,pink
2946,81.0,4,2,0.03,1,0,0,pink
2947,45.0,3,9,0.19,3,12,0,pink
2948,26.0,5,0,0.72,1,0,0,pink
2949,53.0,5,2,0.03,1,0,0,pink
2950,98.0,3,6,0.09,1,0,0,pink
2951,210.0,4,69,0.98,5,251,1,purple
2952,65.0,1,0,0.72,1,0,0,pink
2953,124.0,4,44,0.68,5,251,1,purple
2954,35.0,1,1,0.01,1,0,0,pink
2955,90.0,4,7,0.1,1,0,0,pink
2956,25.0,3,5,0.07,1,0,0,pink
2957,57.0,60,34,0.54,1,87,0,pink
2958,50.0,2,10,0.17,1,0,0,pink
2959,49.0,1,92,1.29,1,312,1,purple
2960,62.0,2,13,0.58,3,180,1,purple
2961,90.0,2,0,0.72,1,0,0,pink
2962,25.0,2,7,0.15,1,0,0,pink
2963,80.0,14,0,0.72,1,0,0,pink
2964,25.0,4,8,0.28,1,0,0,pink
2965,50.0,4,6,0.08,2,0,0,pink
2966,80.0,30,0,0.72,1,365,1,purple
2967,99.0,3,1,0.01,1,0,0,pink
2968,74.0,8,4,0.07,1,0,0,pink
2969,40.0,30,2,0.08,5,361,1,purple
2970,56.0,1,0,0.72,1,0,0,pink
2971,32.0,4,7,0.1,1,0,0,pink
2972,40.0,14,0,0.72,1,0,0,pink
2973,15.0,5,0,0.72,1,0,0,pink
2974,89.0,2,1,0.05,1,364,1,purple
2975,16.0,1,0,0.72,1,0,0,pink
2976,120.0,4,18,0.27,1,0,0,pink
2977,35.0,5,8,0.11,2,2,0,pink
2978,125.0,3,0,0.72,1,0,0,pink
2979,44.0,1,219,3.68,1,0,0,pink
2980,25.0,3,4,0.13,1,0,0,pink
2981,34.0,1,1,0.01,1,0,0,pink
2982,70.0,1,2,0.03,1,0,0,pink
2983,35.0,7,0,0.72,1,0,0,pink
2984,48.0,3,34,0.48,1,0,0,pink
2985,18.0,4,1,0.01,1,0,0,pink
2986,40.0,1,0,0.72,1,0,0,pink
2987,60.0,2,6,0.08,1,0,0,pink
2988,20.0,1,0,0.72,1,0,0,pink
2989,60.0,6,4,0.15,1,0,0,pink
2990,115.0,4,9,0.16,1,40,0,pink
2991,65.0,2,20,0.47,1,0,0,pink
2992,59.0,3,1,0.01,1,0,0,pink
2993,38.0,68,11,0.49,1,185,1,purple
2994,38.0,3,11,0.16,1,0,0,pink
2995,80.0,3,9,0.2,1,1,0,pink
2996,70.0,14,1,0.01,1,0,0,pink
2997,23.0,1,0,0.72,1,0,0,pink
2998,110.0,63,2,0.06,1,194,1,purple
2999,46.0,1,1,0.01,1,0,0,pink
3000,45.0,7,3,0.05,1,0,0,pink
3001,36.0,5,2,0.03,4,0,0,pink
3002,85.0,1,2,0.03,1,0,0,pink
3003,22.0,5,7,0.11,2,0,0,pink
3004,45.0,5,1,0.01,1,0,0,pink
3005,21.0,3,2,0.03,1,0,0,pink
3006,40.0,4,30,0.42,1,0,0,pink
3007,40.0,2,46,0.64,1,312,1,purple
3008,40.0,2,0,0.72,2,0,0,pink
3009,26.0,3,5,0.07,1,0,0,pink
3010,153.0,5,2,0.11,1,0,0,pink
3011,9.0,3,13,0.2,3,0,0,pink
3012,75.0,2,339,4.84,8,303,1,purple
3013,57.0,2,180,3.06,8,336,1,purple
3014,64.0,4,20,0.28,2,33,0,pink
3015,36.0,2,1,0.01,1,0,0,pink
3016,20.0,12,5,0.07,1,0,0,pink
3017,50.0,1,33,0.46,1,0,0,pink
3018,25.0,1,5,0.07,3,0,0,pink
3019,70.0,1,2,0.03,1,0,0,pink
3020,29.0,2,8,0.11,1,0,0,pink
3021,220.0,2,14,0.2,6,275,1,purple
3022,35.0,3,0,0.72,1,0,0,pink
3023,50.0,1,2,0.03,1,0,0,pink
3024,35.0,3,1,0.01,1,0,0,pink
3025,50.0,1,1,0.01,1,0,0,pink
3026,40.0,5,19,0.28,1,0,0,pink
3027,30.0,7,10,0.15,1,224,1,purple
3028,25.0,25,7,0.15,2,0,0,pink
3029,57.0,3,58,0.89,1,0,0,pink
3030,18.0,1,0,0.72,1,0,0,pink
3031,78.0,2,11,0.18,8,10,0,pink
3032,75.0,500,20,0.28,1,365,1,purple
3033,60.0,2,6,0.08,1,0,0,pink
3034,44.0,1,60,0.84,1,359,1,purple
3035,30.0,2,10,0.17,2,0,0,pink
3036,75.0,3,0,0.72,1,0,0,pink
3037,32.0,10,1,0.01,1,0,0,pink
3038,23.0,1,0,0.72,1,0,0,pink
3039,28.0,30,35,0.49,2,20,0,pink
3040,31.0,4,4,0.06,1,0,0,pink
3041,39.0,3,1,0.01,1,0,0,pink
3042,45.0,2,95,1.61,1,0,0,pink
3043,60.0,3,1,0.01,1,0,0,pink
3044,78.0,28,30,0.57,1,0,0,pink
3045,53.0,1,2,0.03,1,0,0,pink
3046,99.0,1,1,0.01,1,0,0,pink
3047,40.0,2,3,0.04,1,0,0,pink
3048,38.0,2,58,0.83,2,328,1,purple
3049,30.0,20,3,0.05,1,0,0,pink
3050,62.0,4,3,0.04,1,0,0,pink
3051,45.0,180,20,0.28,1,364,1,purple
3052,40.0,2,2,0.03,1,0,0,pink
3053,50.0,1,0,0.72,1,0,0,pink
3054,45.0,1,0,0.72,1,0,0,pink
3055,19.0,5,1,0.01,1,0,0,pink
3056,68.0,2,43,0.6,1,0,0,pink
3057,58.0,3,2,0.03,1,0,0,pink
3058,20.0,1,2,0.03,1,0,0,pink
3059,30.0,1,8,0.11,1,0,0,pink
3060,39.0,1,2,0.03,1,0,0,pink
3061,33.0,62,1,0.01,1,347,1,purple
3062,20.0,1,1,0.01,1,0,0,pink
3063,40.0,1,2,0.03,1,0,0,pink
3064,22.0,3,8,0.12,1,0,0,pink
3065,35.0,6,0,0.72,1,0,0,pink
3066,98.0,1,3,0.04,3,0,0,pink
3067,69.0,6,51,0.72,1,285,1,purple
3068,48.0,1,3,0.04,1,0,0,pink
3069,140.0,2,30,0.43,1,289,1,purple
3070,77.0,2,8,0.11,1,0,0,pink
3071,200.0,5,6,0.25,1,241,1,purple
3072,50.0,14,0,0.72,1,0,0,pink
3073,39.0,5,0,0.72,1,0,0,pink
3074,45.0,1,1,0.01,3,0,0,pink
3075,27.0,1,1,0.02,1,0,0,pink
3076,98.0,3,18,0.25,2,23,0,pink
3077,79.0,5,1,0.01,1,0,0,pink
3078,75.0,1,0,0.72,1,0,0,pink
3079,20.0,1,6,0.1,1,0,0,pink
3080,75.0,3,2,0.03,1,0,0,pink
3081,45.0,2,3,0.04,1,0,0,pink
3082,25.0,5,0,0.72,1,0,0,pink
3083,90.0,7,7,0.14,1,0,0,pink
3084,24.0,1,0,0.72,2,0,0,pink
3085,25.0,3,3,0.04,1,0,0,pink
3086,22.0,3,2,0.04,1,0,0,pink
3087,55.0,4,5,0.07,1,0,0,pink
3088,80.0,2,10,0.14,1,0,0,pink
3089,15.0,1,0,0.72,1,0,0,pink
3090,43.0,3,3,0.04,1,0,0,pink
3091,72.0,2,7,0.1,1,0,0,pink
3092,25.0,1,0,0.72,1,0,0,pink
3093,16.0,12,3,0.04,1,0,0,pink
3094,28.0,60,2,0.03,2,193,1,purple
3095,20.0,1,1,0.02,1,0,0,pink
3096,49.0,1,6,0.09,1,0,0,pink
3097,22.0,1,131,7.35,1,38,0,pink
3098,2286.0,91,6,0.08,1,363,2,dark purple
3099,76.0,2,29,0.41,1,88,0,pink
3100,41.0,5,2,0.1,1,0,0,pink
3101,44.0,1,2,0.03,1,0,0,pink
3102,49.0,2,12,0.17,1,0,0,pink
3103,20.0,3,2,0.03,1,0,0,pink
3104,43.0,4,2,0.03,1,0,0,pink
3105,22.0,4,2,0.03,1,0,0,pink
3106,44.0,1,310,4.44,8,50,0,pink
3107,50.0,1,0,0.72,1,0,0,pink
3108,41.0,1,365,5.22,8,49,0,pink
3109,59.0,2,8,0.11,1,0,0,pink
3110,120.0,2,265,5.12,1,113,0,pink
3111,59.0,3,10,0.15,1,0,0,pink
3112,33.0,2,18,0.29,1,11,0,pink
3113,25.0,1,0,0.72,1,0,0,pink
3114,47.0,1,423,5.95,1,64,0,pink
3115,50.0,21,2,0.03,1,0,0,pink
3116,28.0,5,1,0.01,1,0,0,pink
3117,125.0,3,135,2.05,2,334,1,purple
3118,42.0,1,337,4.75,8,50,0,pink
3119,65.0,1,7,0.1,1,0,0,pink
3120,50.0,5,17,0.24,1,1,0,pink
3121,20.0,14,1,0.01,1,0,0,pink
3122,80.0,7,1,0.02,1,0,0,pink
3123,25.0,1,1,0.01,1,0,0,pink
3124,22.0,3,2,0.05,1,0,0,pink
3125,95.0,4,0,0.72,1,0,0,pink
3126,34.0,1,1,0.02,1,0,0,pink
3127,38.0,2,214,2.99,1,0,0,pink
3128,70.0,1,0,0.72,1,0,0,pink
3129,24.0,4,130,1.82,3,40,0,pink
3130,20.0,1,3,0.04,1,0,0,pink
3131,20.0,4,0,0.72,1,0,0,pink
3132,40.0,3,5,0.07,1,0,0,pink
3133,70.0,2,11,0.16,1,0,0,pink
3134,23.0,3,1,0.01,1,0,0,pink
3135,30.0,2,0,0.72,1,0,0,pink
3136,35.0,3,5,0.07,1,0,0,pink
3137,26.0,1,0,0.72,1,0,0,pink
3138,38.0,5,8,0.11,1,0,0,pink
3139,35.0,2,69,0.97,1,0,0,pink
3140,50.0,4,4,0.06,1,0,0,pink
3141,55.0,2,144,2.03,2,0,0,pink
3142,30.0,1,0,0.72,1,0,0,pink
3143,32.0,1,0,0.72,1,0,0,pink
3144,69.0,4,4,0.06,1,0,0,pink
3145,60.0,365,0,0.72,2,365,1,purple
3146,40.0,2,30,0.42,1,0,0,pink
3147,36.0,1,12,0.19,1,0,0,pink
3148,48.0,2,3,0.04,1,0,0,pink
3149,75.0,1,1,0.01,1,0,0,pink
3150,32.0,5,132,2.05,1,320,1,purple
3151,40.0,4,17,0.34,1,0,0,pink
3152,35.0,10,2,0.03,1,0,0,pink
3153,26.0,1,1,0.01,1,0,0,pink
3154,60.0,2,42,0.65,1,0,0,pink
3155,42.0,7,0,0.72,1,0,0,pink
3156,60.0,1,1,0.02,1,0,0,pink
3157,22.0,2,5,0.07,3,0,0,pink
3158,15.0,1,0,0.72,1,0,0,pink
3159,63.0,3,119,2.03,2,333,1,purple
3160,30.0,1,0,0.72,1,0,0,pink
3161,56.0,1,0,0.72,1,0,0,pink
3162,23.0,2,3,0.04,1,0,0,pink
3163,25.0,1,4,0.06,1,0,0,pink
3164,20.0,4,0,0.72,1,0,0,pink
3165,40.0,3,67,1.46,1,0,0,pink
3166,49.0,6,16,0.23,1,0,0,pink
3167,40.0,1,0,0.72,1,131,0,pink
3168,35.0,5,0,0.72,1,0,0,pink
3169,26.0,1,3,0.05,1,0,0,pink
3170,26.0,27,5,0.07,1,30,0,pink
3171,22.0,1,0,0.72,1,0,0,pink
3172,17.0,7,5,0.07,1,0,0,pink
3173,39.0,6,38,0.54,1,73,0,pink
3174,51.0,3,181,2.58,3,311,1,purple
3175,48.0,2,340,4.85,1,0,0,pink
3176,100.0,1,0,0.72,1,0,0,pink
3177,35.0,4,11,0.18,1,0,0,pink
3178,50.0,1,3,0.04,1,0,0,pink
3179,30.0,6,25,0.36,2,134,0,pink
3180,49.0,2,1,0.01,1,0,0,pink
3181,25.0,7,4,0.06,1,0,0,pink
3182,59.0,1,0,0.72,1,0,0,pink
3183,37.0,3,15,0.21,4,0,0,pink
3184,21.0,8,0,0.72,1,0,0,pink
3185,81.0,5,19,0.3,1,0,0,pink
3186,28.0,4,1,0.01,1,0,0,pink
3187,26.0,1,1,0.01,1,0,0,pink
3188,30.0,7,2,0.03,1,0,0,pink
3189,100.0,1,0,0.72,3,69,0,pink
3190,35.0,3,7,0.1,1,0,0,pink
3191,70.0,2,2,0.03,1,0,0,pink
3192,75.0,10,2,0.98,1,0,0,pink
3193,51.0,3,165,2.44,3,318,1,purple
3194,55.0,1,17,0.24,1,0,0,pink
3195,35.0,10,1,0.01,1,0,0,pink
3196,20.0,14,11,0.15,2,0,0,pink
3197,20.0,6,1,0.02,2,0,0,pink
3198,36.0,5,62,0.87,1,315,1,purple
3199,75.0,1,7,0.14,1,0,0,pink
3200,51.0,3,157,2.25,3,328,1,purple
3201,32.0,1,257,3.67,1,28,0,pink
3202,75.0,4,18,0.25,1,285,1,purple
3203,55.0,4,17,0.24,1,0,0,pink
3204,75.0,3,6,0.16,1,0,0,pink
3205,55.0,2,15,0.27,1,31,0,pink
3206,36.0,2,12,0.17,1,0,0,pink
3207,84.0,1,1,0.01,1,0,0,pink
3208,33.0,1,107,1.5,1,358,1,purple
3209,90.0,7,3,0.05,1,0,0,pink
3210,40.0,7,1,0.01,1,0,0,pink
3211,80.0,4,1,0.01,1,356,1,purple
3212,50.0,5,1,0.01,1,0,0,pink
3213,253.0,3,16,0.23,2,89,0,pink
3214,20.0,2,3,0.04,1,0,0,pink
3215,75.0,5,4,0.06,1,0,0,pink
3216,65.0,1,6,0.09,1,0,0,pink
3217,45.0,4,1,0.01,1,0,0,pink
3218,45.0,20,0,0.72,1,0,0,pink
3219,75.0,3,8,0.11,1,0,0,pink
3220,9.0,1,0,0.72,1,0,0,pink
3221,105.0,2,27,0.38,1,177,1,purple
3222,35.0,1,0,0.72,1,0,0,pink
3223,60.0,12,2,0.03,1,0,0,pink
3224,49.0,1,259,3.9,1,271,1,purple
3225,79.0,7,22,0.31,1,9,0,pink
3226,50.0,14,0,0.72,1,0,0,pink
3227,25.0,3,1,0.01,1,0,0,pink
3228,24.0,14,0,0.72,1,0,0,pink
3229,120.0,3,38,0.53,1,343,1,purple
3230,50.0,7,0,0.72,1,0,0,pink
3231,50.0,1,0,0.72,1,0,0,pink
3232,249.0,2,4,0.06,1,180,1,purple
3233,120.0,5,9,0.13,1,254,1,purple
3234,100.0,3,4,0.06,1,0,0,pink
3235,24.0,2,11,0.16,1,0,0,pink
3236,50.0,1,1,0.01,1,0,0,pink
3237,80.0,1,5,0.07,1,0,0,pink
3238,16.0,1,1,0.01,2,0,0,pink
3239,20.0,1,1,0.01,2,0,0,pink
3240,25.0,2,66,1.04,1,0,0,pink
3241,30.0,7,16,0.23,1,0,0,pink
3242,27.0,3,1,0.01,1,0,0,pink
3243,45.0,3,44,0.62,1,190,1,purple
3244,68.0,3,3,0.05,1,0,0,pink
3245,27.0,2,3,0.06,2,0,0,pink
3246,149.0,1,147,2.07,3,316,1,purple
3247,46.0,4,7,1.14,1,4,0,pink
3248,95.0,2,6,0.11,2,0,0,pink
3249,25.0,10,13,0.18,1,0,0,pink
3250,23.0,2,58,0.82,1,212,1,purple
3251,60.0,2,18,0.25,1,0,0,pink
3252,25.0,6,57,0.8,1,316,1,purple
3253,85.0,1,1,0.01,1,0,0,pink
3254,131.0,2,220,3.17,2,42,0,pink
3255,133.0,14,6,0.33,1,0,0,pink
3256,55.0,3,5,0.07,1,0,0,pink
3257,59.0,1,9,0.15,1,0,0,pink
3258,75.0,15,0,0.72,1,193,1,purple
3259,60.0,2,1,0.01,1,0,0,pink
3260,85.0,2,12,0.17,2,195,1,purple
3261,49.0,5,0,0.72,1,0,0,pink
3262,29.0,2,0,0.72,1,0,0,pink
3263,28.0,1,43,0.62,49,300,1,purple
3264,25.0,3,9,0.13,1,0,0,pink
3265,75.0,4,1,0.01,1,0,0,pink
3266,32.0,3,2,0.03,1,0,0,pink
3267,55.0,6,1,0.01,1,0,0,pink
3268,21.0,14,3,0.04,1,0,0,pink
3269,35.0,3,99,1.39,2,287,1,purple
3270,19.0,7,45,0.63,2,4,0,pink
3271,48.0,2,3,0.05,1,0,0,pink
3272,30.0,3,3,0.04,1,0,0,pink
3273,50.0,14,0,0.72,1,0,0,pink
3274,25.0,7,0,0.72,2,0,0,pink
3275,15.0,5,3,0.04,1,0,0,pink
3276,85.0,21,1,0.01,1,0,0,pink
3277,31.0,21,0,0.72,1,0,0,pink
3278,17.0,2,20,0.28,1,0,0,pink
3279,20.0,4,1,0.01,1,0,0,pink
3280,185.0,3,19,0.38,1,0,0,pink
3281,50.0,7,1,0.01,1,0,0,pink
3282,29.0,3,7,0.1,1,0,0,pink
3283,69.0,3,0,0.72,1,0,0,pink
3284,60.0,1,0,0.72,1,0,0,pink
3285,55.0,105,7,0.1,1,0,0,pink
3286,64.0,3,3,0.04,1,0,0,pink
3287,128.0,1,178,2.66,1,106,0,pink
3288,130.0,1,3,0.04,1,0,0,pink
3289,60.0,3,0,0.72,1,0,0,pink
3290,28.0,4,1,0.01,1,0,0,pink
3291,30.0,2,20,0.34,1,0,0,pink
3292,60.0,7,2,0.05,1,0,0,pink
3293,120.0,2,108,2.32,1,318,1,purple
3294,25.0,1,1,0.01,1,0,0,pink
3295,140.0,2,124,1.76,4,186,1,purple
3296,35.0,5,1,0.01,1,0,0,pink
3297,17.0,1,17,0.24,1,0,0,pink
3298,34.0,7,26,0.37,2,255,1,purple
3299,36.0,2,9,0.13,1,88,0,pink
3300,56.0,3,22,0.35,1,0,0,pink
3301,50.0,7,1,0.01,1,0,0,pink
3302,45.0,14,30,0.42,1,40,0,pink
3303,65.0,2,1,0.01,1,0,0,pink
3304,80.0,3,44,0.62,1,0,0,pink
3305,60.0,7,0,0.72,1,0,0,pink
3306,50.0,5,10,0.16,1,0,0,pink
3307,60.0,2,10,0.17,1,0,0,pink
3308,36.0,3,4,0.07,1,0,0,pink
3309,19.0,40,13,0.18,1,95,0,pink
3310,60.0,1,0,0.72,1,0,0,pink
3311,31.0,3,5,0.07,1,0,0,pink
3312,35.0,1,83,1.18,1,71,0,pink
3313,22.0,5,0,0.72,2,0,0,pink
3314,20.0,4,2,0.03,1,0,0,pink
3315,30.0,1,3,0.04,1,0,0,pink
3316,50.0,2,18,0.31,3,0,0,pink
3317,65.0,2,1,0.01,1,0,0,pink
3318,24.0,4,5,0.07,3,0,0,pink
3319,72.0,5,1,0.01,1,0,0,pink
3320,29.0,1,2,0.03,1,0,0,pink
3321,66.0,2,1,0.01,1,0,0,pink
3322,40.0,5,0,0.72,1,0,0,pink
3323,25.0,3,1,0.02,1,0,0,pink
3324,29.0,3,10,0.17,1,82,0,pink
3325,30.0,3,3,0.04,1,0,0,pink
3326,50.0,61,0,0.72,1,58,0,pink
3327,90.0,10,0,0.72,1,0,0,pink
3328,36.0,2,41,0.61,3,291,1,purple
3329,30.0,1,2,0.03,2,0,0,pink
3330,33.0,3,10,0.14,1,0,0,pink
3331,22.0,1,2,0.03,2,0,0,pink
3332,40.0,8,1,0.01,1,0,0,pink
3333,80.0,1,0,0.72,1,365,1,purple
3334,73.0,2,20,0.28,1,0,0,pink
3335,50.0,3,42,0.6,1,288,1,purple
3336,74.0,5,25,0.36,1,203,1,purple
3337,99.0,2,13,0.19,1,355,1,purple
3338,79.0,5,1,0.01,1,0,0,pink
3339,35.0,1,72,1.3,1,357,1,purple
3340,140.0,3,8,0.11,1,0,0,pink
3341,30.0,1,1,0.01,1,0,0,pink
3342,28.0,1,278,3.92,1,337,1,purple
3343,30.0,8,63,1.03,1,310,1,purple
3344,45.0,2,1,0.01,1,0,0,pink
3345,23.0,2,75,1.07,3,271,1,purple
3346,35.0,1,11,0.36,1,0,0,pink
3347,78.0,3,0,0.72,1,0,0,pink
3348,70.0,5,3,0.04,1,0,0,pink
3349,59.0,2,8,0.11,1,0,0,pink
3350,16.0,7,2,0.03,1,0,0,pink
3351,54.0,6,9,0.13,1,0,0,pink
3352,65.0,1,3,0.04,1,0,0,pink
3353,110.0,60,61,0.86,1,182,1,purple
3354,80.0,3,5,0.07,1,0,0,pink
3355,59.0,1,0,0.72,1,0,0,pink
3356,30.0,3,1,0.01,1,0,0,pink
3357,52.0,30,41,0.71,1,16,0,pink
3358,25.0,5,2,0.03,1,0,0,pink
3359,41.0,1,0,0.72,1,0,0,pink
3360,45.0,4,8,0.11,1,0,0,pink
3361,90.0,3,0,0.72,1,0,0,pink
3362,100.0,3,16,0.25,1,0,0,pink
3363,75.0,60,9,0.13,2,364,1,purple
3364,40.0,5,10,0.49,2,365,1,purple
3365,28.0,1,1,0.08,1,0,0,pink
3366,12.0,3,1,0.01,1,0,0,pink
3367,56.0,4,1,0.01,1,0,0,pink
3368,45.0,2,172,2.54,2,247,1,purple
3369,36.0,65,4,1.5,2,267,1,purple
3370,88.0,2,9,0.13,1,0,0,pink
3371,40.0,3,4,0.06,1,0,0,pink
3372,40.0,21,1,0.01,1,0,0,pink
3373,153.0,3,45,0.67,1,0,0,pink
3374,65.0,3,14,0.22,1,0,0,pink
3375,89.0,5,50,0.77,1,0,0,pink
3376,69.0,4,34,0.49,1,0,0,pink
3377,33.0,2,1,0.02,1,0,0,pink
3378,10.0,7,0,0.72,1,0,0,pink
3379,31.0,2,1,0.01,1,0,0,pink
3380,58.0,1,8,0.23,1,0,0,pink
3381,50.0,2,2,0.03,1,0,0,pink
3382,95.0,6,3,0.04,1,0,0,pink
3383,90.0,1,2,0.03,1,0,0,pink
3384,80.0,20,4,0.16,1,0,0,pink
3385,25.0,14,4,0.06,1,0,0,pink
3386,83.0,4,7,0.11,1,0,0,pink
3387,40.0,2,21,0.57,1,0,0,pink
3388,76.0,2,162,2.4,2,144,1,purple
3389,64.0,4,23,0.47,1,0,0,pink
3390,29.0,3,103,1.45,2,199,1,purple
3391,50.0,2,12,0.18,1,0,0,pink
3392,75.0,90,3,0.05,1,31,0,pink
3393,46.0,2,10,0.15,1,261,1,purple
3394,98.0,4,29,0.56,1,186,1,purple
3395,150.0,3,102,1.58,1,295,1,purple
3396,55.0,2,5,0.07,1,0,0,pink
3397,50.0,2,3,0.05,1,0,0,pink
3398,15.0,2,1,0.01,1,0,0,pink
3399,46.0,21,31,0.47,1,77,0,pink
3400,66.0,3,30,0.43,1,0,0,pink
3401,50.0,1,0,0.72,1,0,0,pink
3402,120.0,1,0,0.72,1,0,0,pink
3403,89.0,2,3,0.04,1,0,0,pink
3404,19.0,1,7,0.19,1,0,0,pink
3405,175.0,4,10,0.17,1,0,0,pink
3406,23.0,2,5,0.11,1,0,0,pink
3407,50.0,2,2,0.03,1,0,0,pink
3408,16.0,14,3,0.05,1,0,0,pink
3409,55.0,2,0,0.72,1,0,0,pink
3410,100.0,2,0,0.72,1,0,0,pink
3411,45.0,14,0,0.72,1,0,0,pink
3412,46.0,3,5,0.22,1,0,0,pink
3413,55.0,5,10,0.16,1,0,0,pink
3414,29.0,4,6,0.09,1,315,1,purple
3415,100.0,1,0,0.72,1,0,0,pink
3416,30.0,1,3,0.04,1,0,0,pink
3417,68.0,7,3,0.04,1,0,0,pink
3418,48.0,14,1,0.01,1,0,0,pink
3419,24.0,4,0,0.72,1,0,0,pink
3420,95.0,3,3,0.04,2,0,0,pink
3421,40.0,3,9,0.15,1,0,0,pink
3422,79.0,3,280,3.99,1,280,1,purple
3423,149.0,30,169,2.71,1,36,0,pink
3424,30.0,3,3,0.05,1,0,0,pink
3425,18.0,13,0,0.72,1,0,0,pink
3426,68.0,4,24,0.34,1,0,0,pink
3427,45.0,3,1,0.01,1,0,0,pink
3428,45.0,14,0,0.72,1,0,0,pink
3429,27.0,1,1,0.01,1,0,0,pink
